Time,Vab,Vbc,Ia1,Ia2
0.0,390.90463,-390.90463,-72.76552,-76.49806
1e-06,0.0,0.0,-70.18619,-76.45733
2e-06,0.0,0.0,-71.264336,-76.416664
3e-06,0.0,0.0,-69.6198,-76.37603
4e-06,0.0,0.0,-68.74559,-76.335434
5e-06,0.0,0.0,-67.87185,-76.29479
6e-06,0.0,0.0,-66.99863,-76.25413
7e-06,0.0,0.0,-66.12598,-76.21336
8e-06,0.0,0.0,-65.25396,-76.172516
9e-06,0.0,-408.7484,-64.38263,-76.13153
1e-05,0.0,-408.74765,-65.66825,-76.09043
1.1e-05,0.0,-408.74713,-66.934494,-76.04925
1.2e-05,0.0,-408.7466,-67.76853,-76.00803
1.3e-05,0.0,-408.7461,-68.603195,-75.9668
1.4e-05,0.0,-408.74554,-69.43841,-75.92559
1.5e-05,0.0,-408.745,-70.274124,-75.88443
1.6e-05,0.0,-408.74445,-71.11028,-75.84336
1.7e-05,0.0,-408.7439,-71.94682,-75.80238
1.8e-05,0.0,-408.74332,-72.78368,-75.76156
1.9e-05,0.0,-408.7427,-73.620804,-75.720894
2e-05,0.0,-408.74213,-74.45812,-75.68043
2.1e-05,408.74194,-408.74194,-75.295586,-75.64018
2.2e-05,0.0,0.0,-72.7102,-75.600136
2.3e-05,0.0,0.0,-73.84821,-75.560265
2.4e-05,0.0,0.0,-72.290474,-75.520546
2.5e-05,0.0,0.0,-71.42527,-75.48097
2.6e-05,0.0,0.0,-70.56029,-75.441475
2.7e-05,0.0,0.0,-69.69558,-75.40206
2.8e-05,0.0,0.0,-68.83121,-75.36267
2.9e-05,0.0,0.0,-67.96722,-75.3233
3e-05,0.0,0.0,-67.10368,-75.283905
3.1e-05,0.0,0.0,-66.24064,-75.24447
3.2e-05,0.0,0.0,-65.37817,-75.204956
3.3e-05,0.0,0.0,-64.5163,-75.165344
3.4e-05,0.0,0.0,-63.6551,-75.125595
3.5e-05,0.0,0.0,-62.794632,-75.0857
3.6e-05,0.0,0.0,-61.93494,-75.045616
3.7e-05,0.0,0.0,-61.07609,-75.00533
3.8e-05,408.74484,-408.74484,-60.218132,-74.964806
3.9e-05,0.0,-408.74442,-58.292908,-74.923996
4e-05,0.0,-408.74347,-59.754433,-74.88291
4.1e-05,0.0,-408.74298,-61.43282,-74.84158
4.2e-05,0.0,-408.7425,-62.282074,-74.80008
4.3e-05,0.0,-408.74197,-63.132244,-74.75842
4.4e-05,0.0,-408.74146,-63.98326,-74.716644
4.5e-05,0.0,-408.74094,-64.83507,-74.674774
4.6e-05,0.0,-408.74042,-65.68761,-74.63284
4.7e-05,0.0,-408.73987,-66.54082,-74.59089
4.8e-05,0.0,-408.73932,-67.39463,-74.548935
4.9e-05,0.0,-408.73874,-68.24899,-74.50701
5e-05,0.0,-408.73816,-69.103836,-74.46515
5.1e-05,0.0,0.0,-69.95911,-74.423386
5.2e-05,0.0,0.0,-68.37614,-74.3817
5.3e-05,0.0,0.0,-66.8002,-74.34004
5.4e-05,0.0,0.0,-65.953476,-74.29838
5.5e-05,0.0,0.0,-65.10727,-74.256676
5.6e-05,0.0,0.0,-64.26163,-74.21491
5.7e-05,0.0,0.0,-63.41661,-74.17306
5.8e-05,0.0,0.0,-62.572273,-74.13108
5.9e-05,390.91507,-390.91507,-61.728664,-74.08897
6e-05,0.0,-390.91464,-59.78007,-74.04665
6.1e-05,0.0,-390.91364,-61.456696,-74.00416
6.2e-05,0.0,-390.91312,-63.0156,-73.96152
6.3e-05,0.0,-390.91257,-63.804256,-73.91879
6.4e-05,0.0,-390.91202,-64.59366,-73.876
6.5e-05,0.0,-390.91147,-65.38374,-73.833176
6.6e-05,0.0,-390.91092,-66.17446,-73.79034
6.7e-05,0.0,-390.91037,-66.96576,-73.74752
6.8e-05,0.0,-390.9098,-67.75757,-73.70476
6.9e-05,0.0,-390.9092,-68.549835,-73.66207
7e-05,0.0,-390.9086,-69.34251,-73.61949
7.1e-05,0.0,-390.90802,-70.13553,-73.57705
7.2e-05,0.0,0.0,-70.92884,-73.53476
7.3e-05,0.0,0.0,-69.50655,-73.49262
7.4e-05,0.0,0.0,-68.05341,-73.45059
7.5e-05,0.0,0.0,-67.21863,-73.40862
7.6e-05,0.0,0.0,-66.38421,-73.3667
7.7e-05,0.0,0.0,-65.55021,-73.32478
7.8e-05,0.0,0.0,-64.71669,-73.28285
7.9e-05,0.0,0.0,-63.883698,-73.240875
8e-05,0.0,0.0,-63.051292,-73.19883
8.1e-05,0.0,0.0,-62.219524,-73.15669
8.2e-05,0.0,0.0,-61.388447,-73.11443
8.3e-05,0.0,0.0,-60.558117,-73.07202
8.4e-05,0.0,0.0,-59.728584,-73.029434
8.5e-05,0.0,0.0,-58.899906,-72.98665
8.6e-05,0.0,0.0,-58.072132,-72.94364
8.7e-05,0.0,0.0,-57.24532,-72.90038
8.8e-05,0.0,-390.91086,-56.419518,-72.85684
8.9e-05,0.0,-390.91003,-57.867706,-72.81305
9e-05,0.0,-390.90955,-59.300053,-72.76904
9.1e-05,0.0,-390.90906,-60.106247,-72.72486
9.2e-05,0.0,-390.90854,-60.91336,-72.68054
9.3e-05,0.0,-390.90802,-61.72133,-72.636116
9.4e-05,0.0,-390.9075,-62.530098,-72.591606
9.5e-05,0.0,-390.90698,-63.339607,-72.54704
9.6e-05,0.0,-390.90646,-64.1498,-72.502464
9.7e-05,0.0,-390.9059,-64.960625,-72.457886
9.8e-05,0.0,-390.90536,-65.77201,-72.41335
9.9e-05,0.0,-390.9048,-66.58391,-72.36888
0.0001,390.9049,-390.9049,-67.396255,-72.3245
0.000101,0.0,0.0,-64.48029,-72.280174
0.000102,0.0,0.0,-64.15356,-72.23587
0.000103,0.0,0.0,-62.70216,-72.191536
0.000104,0.0,0.0,-61.88755,-72.14715
0.000105,0.0,0.0,-61.07359,-72.10267
0.000106,0.0,0.0,-60.260326,-72.05809
0.000107,0.0,0.0,-59.447815,-72.01336
0.000108,0.0,0.0,-58.636112,-71.96848
0.000109,0.0,-408.74863,-57.82526,-71.92341
0.00011,0.0,-408.74783,-59.221165,-71.878174
0.000111,0.0,-408.7473,-60.66907,-71.8328
0.000112,0.0,-408.7468,-61.564068,-71.78735
0.000113,0.0,-408.74625,-62.459824,-71.74185
0.000114,0.0,-408.7457,-63.356274,-71.69634
0.000115,0.0,-408.74515,-64.25336,-71.65084
0.000116,0.0,-408.7446,-65.151,-71.60539
0.000117,0.0,-408.74402,-66.04915,-71.56001
0.000118,0.0,-408.74344,-66.94774,-71.514755
0.000119,0.0,-408.74286,-67.8467,-71.469635
0.00012,0.0,-408.74225,-68.74597,-71.42469
0.000121,408.74225,-408.74225,-69.64549,-71.379944
0.000122,0.0,0.0,-66.7792,-71.335365
0.000123,0.0,0.0,-66.52735,-71.290924
0.000124,0.0,0.0,-65.22636,-71.24656
0.000125,0.0,0.0,-64.42372,-71.20227
0.000126,0.0,0.0,-63.62149,-71.158005
0.000127,0.0,0.0,-62.819725,-71.113754
0.000128,0.0,0.0,-62.01848,-71.06947
0.000129,0.0,0.0,-61.217793,-71.02516
0.00013,0.0,0.0,-60.417725,-70.98077
0.000131,0.0,0.0,-59.61833,-70.93629
0.000132,0.0,0.0,-58.81965,-70.891685
0.000133,0.0,0.0,-58.02174,-70.84694
0.000134,0.0,0.0,-57.22466,-70.80202
0.000135,0.0,0.0,-56.428448,-70.75691
0.000136,0.0,0.0,-55.633163,-70.71158
0.000137,0.0,0.0,-54.838852,-70.66601
0.000138,408.74493,-408.74493,-54.045574,-70.62017
0.000139,0.0,-408.74448,-52.280083,-70.57402
0.00014,0.0,-408.7436,-52.99249,-70.52756
0.000141,0.0,-408.7431,-54.671864,-70.48081
0.000142,0.0,-408.74258,-55.586327,-70.43384
0.000143,0.0,-408.74207,-56.50187,-70.38667
0.000144,0.0,-408.74155,-57.418415,-70.33933
0.000145,0.0,-408.74103,-58.33591,-70.29187
0.000146,0.0,-408.74048,-59.25428,-70.244316
0.000147,0.0,-408.73993,-60.173462,-70.19669
0.000148,0.0,-408.73938,-61.093395,-70.14905
0.000149,0.0,-408.7388,-62.014008,-70.1014
0.00015,0.0,-408.73825,-62.935234,-70.053795
0.000151,0.0,0.0,-63.85701,-70.00626
0.000152,0.0,0.0,-62.35721,-69.958786
0.000153,0.0,0.0,-60.967777,-69.91133
0.000154,0.0,0.0,-60.1879,-69.863846
0.000155,0.0,0.0,-59.408634,-69.81633
0.000156,0.0,0.0,-58.630028,-69.76873
0.000157,0.0,0.0,-57.85213,-69.72105
0.000158,0.0,0.0,-57.074993,-69.67324
0.000159,390.9152,-390.9152,-56.298664,-69.62529
0.00016,0.0,-390.91467,-54.43781,-69.577156
0.000161,0.0,-390.91385,-55.09972,-69.52883
0.000162,0.0,-390.9133,-56.48463,-69.48032
0.000163,0.0,-390.91278,-57.340893,-69.4317
0.000164,0.0,-390.91223,-58.198032,-69.38299
0.000165,0.0,-390.91168,-59.056,-69.334206
0.000166,0.0,-390.9111,-59.914722,-69.28539
0.000167,0.0,-390.91055,-60.774147,-69.23659
0.000168,0.0,-390.90997,-61.63421,-69.187805
0.000169,0.0,-390.90936,-62.494843,-69.13909
0.00017,0.0,-390.90878,-63.35599,-69.09046
0.000171,0.0,-390.90817,-64.21759,-69.04196
0.000172,0.0,0.0,-65.079575,-68.993614
0.000173,0.0,0.0,-63.8304,-68.945404
0.000174,0.0,0.0,-62.634975,-68.897316
0.000175,0.0,0.0,-61.869125,-68.8493
0.000176,0.0,0.0,-61.103703,-68.80132
0.000177,0.0,0.0,-60.338757,-68.75338
0.000178,0.0,0.0,-59.574337,-68.70544
0.000179,0.0,0.0,-58.81049,-68.65747
0.00018,0.0,0.0,-58.047264,-68.60946
0.000181,0.0,0.0,-57.28471,-68.56138
0.000182,0.0,0.0,-56.522877,-68.5132
0.000183,0.0,0.0,-55.761814,-68.4649
0.000184,0.0,0.0,-55.001568,-68.41646
0.000185,0.0,0.0,-54.242188,-68.36784
0.000186,0.0,0.0,-53.48372,-68.31905
0.000187,0.0,0.0,-52.726215,-68.27004
0.000188,0.0,-390.91086,-51.969723,-68.220795
0.000189,0.0,-390.9099,-53.569317,-68.17134
0.00019,0.0,-390.90942,-55.28221,-68.12172
0.000191,0.0,-390.9089,-56.15767,-68.07199
0.000192,0.0,-390.90842,-57.034,-68.02217
0.000193,0.0,-390.9079,-57.91114,-67.97231
0.000194,0.0,-390.90735,-58.789032,-67.92243
0.000195,0.0,-390.90683,-59.667603,-67.872574
0.000196,0.0,-390.90628,-60.546795,-67.822754
0.000197,0.0,-390.90573,-61.426548,-67.77302
0.000198,0.0,-390.90515,-62.306793,-67.72339
0.000199,390.90497,-390.90497,-63.187466,-67.673904
0.0002,390.9047,-390.9047,-60.75813,-67.62453
0.000201,0.0,0.0,-58.23935,-67.57519
0.000202,0.0,0.0,-59.15573,-67.525856
0.000203,0.0,0.0,-57.88655,-67.476524
0.000204,0.0,0.0,-57.14081,-67.42717
0.000205,0.0,0.0,-56.395718,-67.377754
0.000206,0.0,0.0,-55.65133,-67.32827
0.000207,0.0,0.0,-54.90769,-67.27867
0.000208,0.0,0.0,-54.164845,-67.228966
0.000209,0.0,-408.74863,-53.422844,-67.1791
0.00021,0.0,-408.74777,-54.904255,-67.12912
0.000211,0.0,-408.74725,-56.540607,-67.07905
0.000212,0.0,-408.7467,-57.504383,-67.02896
0.000213,0.0,-408.74615,-58.468876,-66.97887
0.000214,0.0,-408.7456,-59.434013,-66.92882
0.000215,0.0,-408.74506,-60.39973,-66.87884
0.000216,0.0,-408.74448,-61.36596,-66.82897
0.000217,0.0,-408.7439,-62.332623,-66.779236
0.000218,0.0,-408.74332,-63.29966,-66.72969
0.000219,0.0,-408.7427,-64.267,-66.68034
0.00022,0.0,-408.74213,-65.23457,-66.63124
0.000221,408.74234,-408.74234,-66.20231,-66.58241
0.000222,0.0,0.0,-62.970406,-66.53381
0.000223,0.0,0.0,-61.308598,-66.48538
0.000224,0.0,0.0,-60.250103,-66.43706
0.000225,0.0,0.0,-59.515465,-66.38882
0.000226,0.0,0.0,-58.78125,-66.34062
0.000227,0.0,0.0,-58.047504,-66.29247
0.000228,0.0,0.0,-57.314274,-66.24432
0.000229,0.0,0.0,-56.581604,-66.19616
0.00023,0.0,0.0,-55.849545,-66.14796
0.000231,0.0,0.0,-55.11814,-66.0997
0.000232,0.0,0.0,-54.38744,-66.05135
0.000233,0.0,0.0,-53.65749,-66.0029
0.000234,0.0,0.0,-52.928333,-65.95432
0.000235,0.0,0.0,-52.200016,-65.90559
0.000236,0.0,0.0,-51.472588,-65.85668
0.000237,408.7448,-408.7448,-50.746094,-65.80759
0.000238,408.74457,-408.74457,-48.375595,-65.75823
0.000239,0.0,-408.7442,-45.753716,-65.708565
0.00024,0.0,-408.7435,-47.7531,-65.65856
0.000241,0.0,-408.743,-49.145775,-65.608284
0.000242,0.0,-408.7425,-50.128147,-65.55778
0.000243,0.0,-408.742,-51.111637,-65.50707
0.000244,0.0,-408.7415,-52.09618,-65.456215
0.000245,0.0,-408.74094,-53.0817,-65.405235
0.000246,0.0,-408.7404,-54.06813,-65.35418
0.000247,0.0,-408.73984,-55.055397,-65.30306
0.000248,0.0,-408.7393,-56.04343,-65.25194
0.000249,0.0,-408.7387,-57.03216,-65.200836
0.00025,0.0,-408.73816,-58.021515,-65.14979
0.000251,0.0,0.0,-59.01143,-65.09884
0.000252,0.0,0.0,-57.605812,-65.047966
0.000253,0.0,0.0,-56.394672,-64.99715
0.000254,0.0,0.0,-55.682915,-64.94634
0.000255,0.0,0.0,-54.97175,-64.89552
0.000256,0.0,0.0,-54.26121,-64.84467
0.000257,0.0,0.0,-53.55135,-64.79378
0.000258,0.0,0.0,-52.842213,-64.7428
0.000259,390.91507,-390.91507,-52.13384,-64.69172
0.00026,0.0,-390.9144,-50.349995,-64.64051
0.000261,0.0,-390.91382,-49.77682,-64.58913
0.000262,0.0,-390.9133,-50.828995,-64.537575
0.000263,0.0,-390.91275,-51.75308,-64.48589
0.000264,0.0,-390.9122,-52.678097,-64.43411
0.000265,0.0,-390.91165,-53.60398,-64.38228
0.000266,0.0,-390.9111,-54.530663,-64.330414
0.000267,0.0,-390.91052,-55.458076,-64.27856
0.000268,0.0,-390.90994,-56.386158,-64.22674
0.000269,0.0,-390.90936,-57.31484,-64.174995
0.00027,0.0,-390.90878,-58.24405,-64.12335
0.000271,0.0,-390.90817,-59.17373,-64.071846
0.000272,0.0,0.0,-60.103806,-64.020515
0.000273,0.0,0.0,-59.0334,-63.969345
0.000274,0.0,0.0,-58.055946,-63.918316
0.000275,0.0,0.0,-57.358177,-63.867397
0.000276,0.0,0.0,-56.660812,-63.816563
0.000277,0.0,0.0,-55.963886,-63.76579
0.000278,0.0,0.0,-55.267452,-63.715057
0.000279,0.0,0.0,-54.571552,-63.664345
0.00028,0.0,0.0,-53.876225,-63.61363
0.000281,0.0,0.0,-53.18152,-63.562885
0.000282,0.0,0.0,-52.487476,-63.512096
0.000283,0.0,0.0,-51.794144,-63.46124
0.000284,0.0,0.0,-51.101562,-63.41029
0.000285,0.0,0.0,-50.409775,-63.35923
0.000286,0.0,0.0,-49.718826,-63.308037
0.000287,0.0,-390.9107,-49.028763,-63.25669
0.000288,0.0,-390.9102,-50.037426,-63.205204
0.000289,0.0,-390.90967,-51.072018,-63.153603
0.00029,0.0,-390.90918,-52.013535,-63.101933
0.000291,0.0,-390.9087,-52.955875,-63.050217
0.000292,0.0,-390.90817,-53.89897,-62.9985
0.000293,0.0,-390.90765,-54.842754,-62.94681
0.000294,0.0,-390.9071,-55.787155,-62.895187
0.000295,0.0,-390.90656,-56.732105,-62.84366
0.000296,0.0,-390.90604,-57.677536,-62.79226
0.000297,0.0,-390.90546,-58.623386,-62.741024
0.000298,0.0,-390.9049,-59.569584,-62.689983
0.000299,390.90497,-390.90497,-60.516056,-62.639168
0.0003,390.90457,-390.90457,-57.67518,-62.588547
0.000301,0.0,0.0,-54.070393,-62.53802
0.000302,0.0,0.0,-54.82143,-62.48754
0.000303,0.0,0.0,-53.717815,-62.437088
0.000304,0.0,0.0,-53.037315,-62.386654
0.000305,0.0,0.0,-52.35741,-62.336193
0.000306,0.0,0.0,-51.678143,-62.28571
0.000307,0.0,0.0,-50.999554,-62.23516
0.000308,0.0,0.0,-50.321693,-62.18454
0.000309,0.0,-408.74847,-49.644592,-62.133816
0.00031,0.0,-408.74756,-51.199562,-62.083023
0.000311,0.0,-408.74704,-53.028168,-62.032196
0.000312,0.0,-408.74652,-54.056583,-61.981403
0.000313,0.0,-408.74597,-55.085613,-61.930668
0.000314,0.0,-408.74542,-56.115185,-61.88004
0.000315,0.0,-408.74484,-57.145218,-61.829544
0.000316,0.0,-408.7443,-58.17564,-61.779224
0.000317,0.0,-408.7437,-59.206387,-61.72911
0.000318,0.0,-408.7431,-60.237373,-61.679245
0.000319,0.0,-408.74252,-61.268528,-61.629658
0.00032,408.74237,-408.74237,-62.299786,-61.580383
0.000321,408.74203,-408.74203,-59.698,-61.53139
0.000322,0.0,0.0,-56.800568,-61.482605
0.000323,0.0,0.0,-56.841316,-61.433964
0.000324,0.0,0.0,-55.96838,-61.385456
0.000325,0.0,0.0,-55.29728,-61.337055
0.000326,0.0,0.0,-54.62655,-61.288742
0.000327,0.0,0.0,-53.956226,-61.24049
0.000328,0.0,0.0,-53.28636,-61.192284
0.000329,0.0,0.0,-52.616997,-61.1441
0.00033,0.0,0.0,-51.94817,-61.095913
0.000331,0.0,0.0,-51.279922,-61.04771
0.000332,0.0,0.0,-50.6123,-60.999462
0.000333,0.0,0.0,-49.945343,-60.951153
0.000334,0.0,0.0,-49.279095,-60.90276
0.000335,0.0,0.0,-48.613598,-60.854263
0.000336,0.0,0.0,-47.94889,-60.80564
0.000337,408.7446,-408.7446,-47.28502,-60.756878
0.000338,408.74432,-408.74432,-45.064972,-60.707916
0.000339,0.0,-408.74384,-42.179253,-60.658688
0.00034,0.0,-408.74338,-43.221344,-60.60916
0.000341,0.0,-408.7429,-44.26469,-60.559364
0.000342,0.0,-408.74237,-45.30922,-60.509346
0.000343,0.0,-408.74185,-46.354855,-60.459137
0.000344,0.0,-408.74136,-47.401527,-60.40878
0.000345,0.0,-408.7408,-48.449158,-60.35831
0.000346,0.0,-408.7403,-49.49767,-60.30777
0.000347,0.0,-408.73975,-50.546993,-60.257195
0.000348,0.0,-408.7392,-51.597054,-60.206623
0.000349,0.0,-408.73862,-52.64777,-60.15609
0.00035,0.0,-408.73807,-53.699074,-60.105637
0.000351,0.0,0.0,-54.75089,-60.055294
0.000352,0.0,0.0,-53.447937,-60.005062
0.000353,0.0,0.0,-52.393963,-59.954906
0.000354,0.0,0.0,-51.743946,-59.904797
0.000355,0.0,0.0,-51.094448,-59.854713
0.000356,0.0,0.0,-50.445503,-59.80463
0.000357,0.0,0.0,-49.79716,-59.754536
0.000358,0.0,0.0,-49.149452,-59.704403
0.000359,390.9149,-390.9149,-48.502426,-59.654217
0.00036,390.9144,-390.9144,-46.78375,-59.60393
0.000361,0.0,-390.91406,-42.552788,-59.55345
0.000362,0.0,-390.91324,-44.99251,-59.50277
0.000363,0.0,-390.9127,-46.607647,-59.451916
0.000364,0.0,-390.91217,-47.593925,-59.400978
0.000365,0.0,-390.91162,-48.581078,-59.349957
0.000366,0.0,-390.91107,-49.569027,-59.298916
0.000367,0.0,-390.9105,-50.557713,-59.247868
0.000368,0.0,-390.90994,-51.54706,-59.196873
0.000369,0.0,-390.90936,-52.536995,-59.14594
0.00037,0.0,-390.90878,-53.527454,-59.095123
0.000371,0.0,-390.90817,-54.518356,-59.044445
0.000372,0.0,0.0,-55.50964,-58.993954
0.000373,0.0,0.0,-54.614716,-58.943634
0.000374,0.0,0.0,-53.812088,-58.89348
0.000375,0.0,0.0,-53.17543,-58.843445
0.000376,0.0,0.0,-52.53912,-58.79353
0.000377,0.0,0.0,-51.903194,-58.743694
0.000378,0.0,0.0,-51.2677,-58.693935
0.000379,0.0,0.0,-50.632668,-58.64422
0.00038,0.0,0.0,-49.998146,-58.594536
0.000381,0.0,0.0,-49.36417,-58.544853
0.000382,0.0,0.0,-48.730778,-58.495167
0.000383,0.0,0.0,-48.098015,-58.445442
0.000384,0.0,0.0,-47.465916,-58.395668
0.000385,0.0,0.0,-46.834526,-58.34582
0.000386,0.0,0.0,-46.203876,-58.295887
0.000387,0.0,-390.91058,-45.574013,-58.245842
0.000388,0.0,-390.90997,-46.724937,-58.195705
0.000389,0.0,-390.9095,-47.965496,-58.145504
0.00039,0.0,-390.909,-48.966896,-58.09529
0.000391,0.0,-390.9085,-49.968987,-58.045094
0.000392,0.0,-390.908,-50.971695,-57.994953
0.000393,0.0,-390.90747,-51.974957,-57.944904
0.000394,0.0,-390.90695,-52.97869,-57.89498
0.000395,0.0,-390.9064,-53.982834,-57.84522
0.000396,0.0,-390.90585,-54.98731,-57.795654
0.000397,0.0,-390.9053,-55.992046,-57.746315
0.000398,390.90506,-390.90506,-56.996975,-57.697247
0.000399,390.9048,-390.9048,-54.70428,-57.64841
0.0004,390.9045,-390.9045,-52.361736,-57.599754
0.000401,0.0,0.0,-50.109493,-57.551178
0.000402,0.0,0.0,-50.747635,-57.502678
0.000403,0.0,0.0,-49.77608,-57.454216
0.000404,0.0,0.0,-49.153934,-57.405807
0.000405,0.0,0.0,-48.53231,-57.35739
0.000406,0.0,0.0,-47.91125,-57.308983
0.000407,0.0,0.0,-47.290794,-57.260532
0.000408,0.0,0.0,-46.670975,-57.212048
0.000409,0.0,-408.74832,-46.051838,-57.163486
0.00041,0.0,-408.7474,-47.656612,-57.114895
0.000411,0.0,-408.7469,-49.653217,-57.066303
0.000412,0.0,-408.74634,-50.739315,-57.01779
0.000413,0.0,-408.74582,-51.825912,-56.969376
0.000414,0.0,-408.74527,-52.91294,-56.921116
0.000415,0.0,-408.74472,-54.000317,-56.873028
0.000416,0.0,-408.74414,-55.087963,-56.82517
0.000417,0.0,-408.74356,-56.175808,-56.777565
0.000418,0.0,-408.74298,-57.263767,-56.73026
0.000419,0.0,-408.7424,-58.351765,-56.683277
0.00042,408.7425,-408.7425,-59.439728,-56.63667
0.000421,408.742,-408.742,-56.425095,-56.59039
0.000422,0.0,0.0,-52.62283,-56.54434
0.000423,0.0,0.0,-52.378372,-56.498436
0.000424,0.0,0.0,-51.664753,-56.45267
0.000425,0.0,0.0,-51.04988,-56.40702
0.000426,0.0,0.0,-50.435337,-56.361458
0.000427,0.0,0.0,-49.82116,-56.315975
0.000428,0.0,0.0,-49.207386,-56.270542
0.000429,0.0,0.0,-48.594055,-56.225143
0.00043,0.0,0.0,-47.981205,-56.179756
0.000431,0.0,0.0,-47.368877,-56.13437
0.000432,0.0,0.0,-46.75711,-56.088955
0.000433,0.0,0.0,-46.14594,-56.0435
0.000434,0.0,0.0,-45.535404,-55.99798
0.000435,0.0,0.0,-44.925545,-55.952377
0.000436,0.0,0.0,-44.3164,-55.906673
0.000437,408.74448,-408.74448,-43.708,-55.860855
0.000438,408.74417,-408.74417,-41.616318,-55.814873
0.000439,408.7439,-408.7439,-38.474583,-55.768642
0.00044,0.0,-408.7436,-36.165676,-55.722076
0.000441,0.0,-408.74283,-38.60331,-55.675186
0.000442,0.0,-408.74234,-40.340218,-55.628025
0.000443,0.0,-408.74185,-41.441177,-55.580666
0.000444,0.0,-408.74133,-42.543175,-55.53313
0.000445,0.0,-408.7408,-43.646133,-55.485477
0.000446,0.0,-408.7403,-44.749977,-55.43773
0.000447,0.0,-408.73978,-45.854626,-55.38994
0.000448,0.0,-408.73923,-46.96,-55.342136
0.000449,0.0,-408.73868,-48.06602,-55.294373
0.00045,0.0,-408.7381,-49.17261,-55.24667
0.000451,0.0,0.0,-50.279694,-55.199085
0.000452,0.0,0.0,-49.064148,-55.1516
0.000453,0.0,0.0,-48.13538,-55.1042
0.000454,0.0,0.0,-47.54055,-55.05684
0.000455,0.0,0.0,-46.946198,-55.009518
0.000456,0.0,0.0,-46.352356,-54.962204
0.000457,0.0,0.0,-45.759068,-54.914886
0.000458,0.0,0.0,-45.166367,-54.86754
0.000459,390.9148,-390.9148,-44.574287,-54.820152
0.00046,390.91428,-390.91428,-42.89877,-54.77268
0.000461,0.0,-390.91382,-38.63663,-54.725033
0.000462,0.0,-390.91324,-39.986267,-54.67717
0.000463,0.0,-390.91272,-41.171707,-54.629112
0.000464,0.0,-390.9122,-42.2127,-54.580925
0.000465,0.0,-390.91165,-43.254604,-54.532623
0.000466,0.0,-390.91113,-44.297356,-54.48427
0.000467,0.0,-390.91058,-45.34087,-54.43588
0.000468,0.0,-390.91,-46.385075,-54.387505
0.000469,0.0,-390.90945,-47.4299,-54.339172
0.00047,0.0,-390.90887,-48.47527,-54.29093
0.000471,0.0,-390.9083,-49.521107,-54.2428
0.000472,0.0,0.0,-50.56734,-54.194836
0.000473,0.0,0.0,-49.859562,-54.147026
0.000474,0.0,0.0,-49.207714,-54.09937
0.000475,0.0,0.0,-48.626022,-54.051826
0.000476,0.0,0.0,-48.04467,-54.00439
0.000477,0.0,0.0,-47.463684,-53.957035
0.000478,0.0,0.0,-46.883106,-53.90975
0.000479,0.0,0.0,-46.302975,-53.86251
0.00048,0.0,0.0,-45.72332,-53.8153
0.000481,0.0,0.0,-45.14418,-53.768097
0.000482,0.0,0.0,-44.565594,-53.72089
0.000483,0.0,0.0,-43.987595,-53.673656
0.000484,0.0,0.0,-43.41022,-53.62638
0.000485,0.0,0.0,-42.833508,-53.57904
0.000486,0.0,0.0,-42.257492,-53.531624
0.000487,0.0,-390.91055,-41.682205,-53.484108
0.000488,0.0,-390.9099,-42.955093,-53.436516
0.000489,0.0,-390.90942,-44.4108,-53.38888
0.00049,0.0,-390.90894,-45.466595,-53.34126
0.000491,0.0,-390.90845,-46.522995,-53.293682
0.000492,0.0,-390.90793,-47.579937,-53.246193
0.000493,0.0,-390.90744,-48.637333,-53.198822
0.000494,0.0,-390.90692,-49.695118,-53.15161
0.000495,0.0,-390.90637,-50.753212,-53.10459
0.000496,0.0,-390.90582,-51.81154,-53.057808
0.000497,0.0,-390.9053,-52.870026,-53.011288
0.000498,390.9053,-390.9053,-53.928596,-52.965073
0.000499,390.90488,-390.90488,-51.158005,-52.919125
0.0005,390.9046,-390.9046,-47.771534,-52.873356
0.000501,0.0,0.0,-45.57263,-52.827663
0.000502,0.0,0.0,-46.05832,-52.782024
0.000503,0.0,0.0,-45.21553,-52.736416
0.000504,0.0,0.0,-44.646698,-52.690838
0.000505,0.0,0.0,-44.07838,-52.645256
0.000506,0.0,0.0,-43.51061,-52.599663
0.000507,0.0,0.0,-42.943424,-52.55403
0.000508,0.0,0.0,-42.376858,-52.508354
0.000509,0.0,-408.74832,-41.810944,-52.462605
0.00051,0.0,-408.74738,-43.469482,-52.416817
0.000511,0.0,-408.74686,-45.65497,-52.371033
0.000512,0.0,-408.74634,-46.794197,-52.325336
0.000513,0.0,-408.7458,-47.933884,-52.279747
0.000514,0.0,-408.74527,-49.073944,-52.234318
0.000515,0.0,-408.74472,-50.2143,-52.18908
0.000516,0.0,-408.74414,-51.35487,-52.14408
0.000517,0.0,-408.7436,-52.49557,-52.099354
0.000518,0.0,-408.743,-53.636326,-52.05494
0.000519,408.74277,-408.74277,-54.777054,-52.010868
0.00052,408.74243,-408.74243,-52.420223,-51.96713
0.000521,408.74213,-408.74213,-49.97322,-51.92364
0.000522,0.0,0.0,-47.707436,-51.880318
0.000523,0.0,0.0,-47.190193,-51.83712
0.000524,0.0,0.0,-46.61667,-51.79402
0.000525,0.0,0.0,-46.054714,-51.751015
0.000526,0.0,0.0,-45.49311,-51.708065
0.000527,0.0,0.0,-44.931896,-51.66517
0.000528,0.0,0.0,-44.37111,-51.6223
